year,ruler_count,ruler_name,display_name,dynasty,house_color,start_year,end_year,wiki_title,notes,fait_1,fait_2,fait_3
699,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
700,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
701,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
702,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
703,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
704,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
705,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
706,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
707,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
708,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
709,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
710,1,Childebert III,Childebert III,Merovingiens,#6d597a,695,711,Childebert III,,Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v.,"650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711."
711,2,Childebert III | Dagobert III,Childebert III & Dagobert III,Merovingiens,#6d597a,695 & 711,711 & 715,Childebert III | Dagobert III,,"Childebert III peut faire référence à deux rois des Francs : Childebert III l'Adopté (v. | Dagobert III, né vers 699 et mort en 715, est le roi des Francs de 711 à sa mort.","650-662), roi des Francs d'Austrasie de 656 à 662 ; Childebert IV (v. | Dagobert III appartient à la dynastie des Merovingiens.","678-711), ou Childebert III pour les historiens qui ne prennent pas en compte Childebert l'Adopté, roi des Francs de 694 à 711. | Dagobert III figure dans la succession canonique retenue pour la timeline."
712,1,Dagobert III,Dagobert III,Merovingiens,#6d597a,711,715,Dagobert III,,"Dagobert III, né vers 699 et mort en 715, est le roi des Francs de 711 à sa mort.",Dagobert III appartient à la dynastie des Merovingiens.,Dagobert III figure dans la succession canonique retenue pour la timeline.
713,1,Dagobert III,Dagobert III,Merovingiens,#6d597a,711,715,Dagobert III,,"Dagobert III, né vers 699 et mort en 715, est le roi des Francs de 711 à sa mort.",Dagobert III appartient à la dynastie des Merovingiens.,Dagobert III figure dans la succession canonique retenue pour la timeline.
714,1,Dagobert III,Dagobert III,Merovingiens,#6d597a,711,715,Dagobert III,,"Dagobert III, né vers 699 et mort en 715, est le roi des Francs de 711 à sa mort.",Dagobert III appartient à la dynastie des Merovingiens.,Dagobert III figure dans la succession canonique retenue pour la timeline.
715,2,Dagobert III | Chilperic II,Dagobert III & Chilperic II,Merovingiens,#6d597a,711 & 715,715 & 721,Dagobert III | Chilperic II,,"Dagobert III, né vers 699 et mort en 715, est le roi des Francs de 711 à sa mort. | Chilpéric II peut désigner plusieurs rois : Chilpéric II, co-roi des Burgondes (473-486) ; Chilpéric II (670-721), roi de Neustrie.",Dagobert III appartient à la dynastie des Merovingiens. | Chilperic II appartient à la dynastie des Merovingiens.,Dagobert III figure dans la succession canonique retenue pour la timeline. | Chilperic II figure dans la succession canonique retenue pour la timeline.
716,1,Chilperic II,Chilperic II,Merovingiens,#6d597a,715,721,Chilperic II,,"Chilpéric II peut désigner plusieurs rois : Chilpéric II, co-roi des Burgondes (473-486) ; Chilpéric II (670-721), roi de Neustrie.",Chilperic II appartient à la dynastie des Merovingiens.,Chilperic II figure dans la succession canonique retenue pour la timeline.
717,1,Chilperic II,Chilperic II,Merovingiens,#6d597a,715,721,Chilperic II,,"Chilpéric II peut désigner plusieurs rois : Chilpéric II, co-roi des Burgondes (473-486) ; Chilpéric II (670-721), roi de Neustrie.",Chilperic II appartient à la dynastie des Merovingiens.,Chilperic II figure dans la succession canonique retenue pour la timeline.
718,1,Chilperic II,Chilperic II,Merovingiens,#6d597a,715,721,Chilperic II,,"Chilpéric II peut désigner plusieurs rois : Chilpéric II, co-roi des Burgondes (473-486) ; Chilpéric II (670-721), roi de Neustrie.",Chilperic II appartient à la dynastie des Merovingiens.,Chilperic II figure dans la succession canonique retenue pour la timeline.
719,1,Chilperic II,Chilperic II,Merovingiens,#6d597a,715,721,Chilperic II,,"Chilpéric II peut désigner plusieurs rois : Chilpéric II, co-roi des Burgondes (473-486) ; Chilpéric II (670-721), roi de Neustrie.",Chilperic II appartient à la dynastie des Merovingiens.,Chilperic II figure dans la succession canonique retenue pour la timeline.
720,1,Chilperic II,Chilperic II,Merovingiens,#6d597a,715,721,Chilperic II,,"Chilpéric II peut désigner plusieurs rois : Chilpéric II, co-roi des Burgondes (473-486) ; Chilpéric II (670-721), roi de Neustrie.",Chilperic II appartient à la dynastie des Merovingiens.,Chilperic II figure dans la succession canonique retenue pour la timeline.
721,2,Chilperic II | Thierry IV,Chilperic II & Thierry IV,Merovingiens,#6d597a,715 & 721,721 & 737,Chilperic II | Theuderic IV,,"Chilpéric II peut désigner plusieurs rois : Chilpéric II, co-roi des Burgondes (473-486) ; Chilpéric II (670-721), roi de Neustrie. | Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Chilperic II appartient à la dynastie des Merovingiens. | Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Chilperic II figure dans la succession canonique retenue pour la timeline. | Thierry IV figure dans la succession canonique retenue pour la timeline.
722,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
723,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
724,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
725,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
726,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
727,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
728,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
729,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
730,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
731,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
732,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
733,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
734,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
735,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
736,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
737,1,Thierry IV,Thierry IV,Merovingiens,#6d597a,721,737,Theuderic IV,,"Thierry IV, né vers 713 et mort en 737, est le roi des Francs de 721 à 737.","Le prénom masculin d'origine germanique ""Théodoric"" (Theuderich, Theuderik, Teodorico) connait une forme populaire ""Thierry"" réservée aux nobles burgondes et francs.",Thierry IV figure dans la succession canonique retenue pour la timeline.
738,1,No king,No king,Transition,#6c757d,738,742,,Interregnum before Childeric III,,,
739,1,No king,No king,Transition,#6c757d,738,742,,Interregnum before Childeric III,,,
740,1,No king,No king,Transition,#6c757d,738,742,,Interregnum before Childeric III,,,
741,1,No king,No king,Transition,#6c757d,738,742,,Interregnum before Childeric III,,,
742,1,No king,No king,Transition,#6c757d,738,742,,Interregnum before Childeric III,,,
743,1,Childeric III,Childeric III,Merovingiens,#6d597a,743,751,Childeric III,Dernier Merovingien,"Childéric III, né vers 714 et mort vers 755 enfermé dans l'abbaye saint-Bertin de Saint-Omer, est roi des Francs, de Neustrie, de Bourgogne et d'Austrasie de 743 à 751.","Il est déposé par le maire du palais Pépin III en 751, qui est sacré roi la même année.","Bien que sa filiation ne soit pas connue, il est considéré comme le dernier membre régnant de la dynastie mérovingienne."
744,1,Childeric III,Childeric III,Merovingiens,#6d597a,743,751,Childeric III,Dernier Merovingien,"Childéric III, né vers 714 et mort vers 755 enfermé dans l'abbaye saint-Bertin de Saint-Omer, est roi des Francs, de Neustrie, de Bourgogne et d'Austrasie de 743 à 751.","Il est déposé par le maire du palais Pépin III en 751, qui est sacré roi la même année.","Bien que sa filiation ne soit pas connue, il est considéré comme le dernier membre régnant de la dynastie mérovingienne."
745,1,Childeric III,Childeric III,Merovingiens,#6d597a,743,751,Childeric III,Dernier Merovingien,"Childéric III, né vers 714 et mort vers 755 enfermé dans l'abbaye saint-Bertin de Saint-Omer, est roi des Francs, de Neustrie, de Bourgogne et d'Austrasie de 743 à 751.","Il est déposé par le maire du palais Pépin III en 751, qui est sacré roi la même année.","Bien que sa filiation ne soit pas connue, il est considéré comme le dernier membre régnant de la dynastie mérovingienne."
746,1,Childeric III,Childeric III,Merovingiens,#6d597a,743,751,Childeric III,Dernier Merovingien,"Childéric III, né vers 714 et mort vers 755 enfermé dans l'abbaye saint-Bertin de Saint-Omer, est roi des Francs, de Neustrie, de Bourgogne et d'Austrasie de 743 à 751.","Il est déposé par le maire du palais Pépin III en 751, qui est sacré roi la même année.","Bien que sa filiation ne soit pas connue, il est considéré comme le dernier membre régnant de la dynastie mérovingienne."
747,1,Childeric III,Childeric III,Merovingiens,#6d597a,743,751,Childeric III,Dernier Merovingien,"Childéric III, né vers 714 et mort vers 755 enfermé dans l'abbaye saint-Bertin de Saint-Omer, est roi des Francs, de Neustrie, de Bourgogne et d'Austrasie de 743 à 751.","Il est déposé par le maire du palais Pépin III en 751, qui est sacré roi la même année.","Bien que sa filiation ne soit pas connue, il est considéré comme le dernier membre régnant de la dynastie mérovingienne."
748,1,Childeric III,Childeric III,Merovingiens,#6d597a,743,751,Childeric III,Dernier Merovingien,"Childéric III, né vers 714 et mort vers 755 enfermé dans l'abbaye saint-Bertin de Saint-Omer, est roi des Francs, de Neustrie, de Bourgogne et d'Austrasie de 743 à 751.","Il est déposé par le maire du palais Pépin III en 751, qui est sacré roi la même année.","Bien que sa filiation ne soit pas connue, il est considéré comme le dernier membre régnant de la dynastie mérovingienne."
749,1,Childeric III,Childeric III,Merovingiens,#6d597a,743,751,Childeric III,Dernier Merovingien,"Childéric III, né vers 714 et mort vers 755 enfermé dans l'abbaye saint-Bertin de Saint-Omer, est roi des Francs, de Neustrie, de Bourgogne et d'Austrasie de 743 à 751.","Il est déposé par le maire du palais Pépin III en 751, qui est sacré roi la même année.","Bien que sa filiation ne soit pas connue, il est considéré comme le dernier membre régnant de la dynastie mérovingienne."
750,1,Childeric III,Childeric III,Merovingiens,#6d597a,743,751,Childeric III,Dernier Merovingien,"Childéric III, né vers 714 et mort vers 755 enfermé dans l'abbaye saint-Bertin de Saint-Omer, est roi des Francs, de Neustrie, de Bourgogne et d'Austrasie de 743 à 751.","Il est déposé par le maire du palais Pépin III en 751, qui est sacré roi la même année.","Bien que sa filiation ne soit pas connue, il est considéré comme le dernier membre régnant de la dynastie mérovingienne."
751,2,Childeric III | Pepin le Bref,Childeric III & Pepin le Bref,Merovingiens & Carolingiens,#6d597a & #355070,743 & 751,751 & 768,Childeric III | Pepin the Short,Dernier Merovingien,"Childéric III, né vers 714 et mort vers 755 enfermé dans l'abbaye saint-Bertin de Saint-Omer, est roi des Francs, de Neustrie, de Bourgogne et d'Austrasie de 743 à 751. | Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Il est déposé par le maire du palais Pépin III en 751, qui est sacré roi la même année. | Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.","Bien que sa filiation ne soit pas connue, il est considéré comme le dernier membre régnant de la dynastie mérovingienne. | Il est le fils de Charles Martel et le père de Charlemagne."
752,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
753,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
754,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
755,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
756,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
757,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
758,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
759,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
760,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
761,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
762,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
763,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
764,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
765,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
766,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
767,1,Pepin le Bref,Pepin le Bref,Carolingiens,#355070,751,768,Pepin the Short,,"Pépin III, dit « le Bref », né en 714 et mort le 24 septembre 768 à Saint-Denis, près de Paris, est roi des Francs de 751 à 768.","Issu de la famille noble franque que l'on appellera les Pépinides, maires du palais de père en fils et véritables détenteurs du pouvoir sous les derniers Mérovingiens, il sera le seul maire du palais à s'être proclamé roi, en renvoyant au monastère le dernier roi mérovingien Childéric III, créant ainsi une dynastie, les Carolingiens.",Il est le fils de Charles Martel et le père de Charlemagne.
